year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2020,7,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",31,4,2,0.89,0.26,0,0.86,0,0,332,142,40,26,0,124
2020,7,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,9E,Endeavor Air Inc.,ACK,"Nantucket, MA: Nantucket Memorial",13,2,0,0.92,0.08,0,1,0,0,204,0,125,11,0,68
2020,7,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",61,5,0,0,3,0,2,0,0,228,0,0,127,0,101
2020,7,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",122,10,6.61,0,2.49,0,0.9,1,0,546,326,0,103,0,117
2020,7,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",116,16,8.2,1.58,4.94,0,1.27,0,0,646,205,140,203,0,98
2020,7,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3306,239,80.89,14.79,98.11,0,45.21,2,12,15836,7503,944,4095,0,3294
2020,7,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",141,10,6.1,0,2.9,0,1,0,1,476,348,0,77,0,51
2020,7,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",120,10,4.78,0.17,3.31,0,1.73,0,0,573,322,14,184,0,53
2020,7,9E,Endeavor Air Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",90,4,2,0.41,0.59,0,1,0,0,158,62,14,20,0,62
2020,7,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",63,6,2.62,0.43,2.96,0,0,0,0,445,173,18,254,0,0
2020,7,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",31,2,0,0.78,1.22,0,0,0,0,66,0,29,37,0,0
2020,7,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",6,1,0,0,1,0,0,0,0,15,0,0,15,0,0
2020,7,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",60,7,5.12,0,1.88,0,0,0,1,353,282,0,71,0,0
2020,7,9E,Endeavor Air Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",31,2,0,0,2,0,0,0,0,36,0,0,36,0,0
2020,7,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",93,12,6.36,0,4.83,0,0.81,0,0,878,646,0,158,0,74
2020,7,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",61,3,1,0,1,0,1,0,0,133,47,0,58,0,28
2020,7,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",62,7,1.82,0,3.32,0,1.86,0,1,305,60,0,102,0,143
2020,7,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",88,3,0.81,0.98,1.21,0,0,0,0,136,51,38,47,0,0
2020,7,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",87,3,1.84,0.97,0.11,0,0.08,0,0,255,153,86,13,0,3
2020,7,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",29,3,1.68,0,1.32,0,0,0,0,57,34,0,23,0,0
2020,7,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",128,6,2.04,0,1,0,2.96,0,0,289,93,0,78,0,118
2020,7,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",161,11,7.39,0,2.66,0,0.95,0,1,1031,821,0,109,0,101
2020,7,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",61,10,5.72,0,3.76,0,0.53,0,0,527,375,0,134,0,18
2020,7,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",61,3,3,0,0,0,0,0,0,225,225,0,0,0,0
2020,7,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",161,8,3.76,0,4.24,0,0,0,0,287,137,0,150,0,0
2020,7,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",96,6,4.75,1,0.25,0,0,0,1,286,235,31,20,0,0
2020,7,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",77,5,2.43,0,2.57,0,0,0,0,205,127,0,78,0,0
2020,7,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: Yeager",62,6,2,0,4,0,0,0,0,229,61,0,168,0,0
2020,7,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",61,5,1.42,0,3.58,0,0,0,0,125,38,0,87,0,0
2020,7,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",329,26,8.5,2.08,13.21,1,1.21,1,0,1662,338,75,1007,19,223
2020,7,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",31,1,1,0,0,0,0,0,0,139,139,0,0,0,0
2020,7,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",61,6,1.98,0,3.07,0,0.95,0,0,233,42,0,153,0,38
2020,7,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",31,4,0.26,0,3.74,0,0,0,0,138,6,0,132,0,0
2020,7,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",157,15,3.11,2.1,5.41,0,4.38,0,0,782,142,135,155,0,350
2020,7,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",3098,208,54.75,24.26,81.46,0.98,46.55,2,1,16917,6733,2577,3332,61,4214
2020,7,9E,Endeavor Air Inc.,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",92,7,3.51,0.17,2.56,0,0.76,0,0,225,115,8,89,0,13
2020,7,9E,Endeavor Air Inc.,ERI,"Erie, PA: Erie International/Tom Ridge Field",7,2,1.95,0,0.05,0,0,0,0,104,101,0,3,0,0
2020,7,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",92,5,1.88,0,3.13,0,0,0,0,156,58,0,98,0,0
2020,7,9E,Endeavor Air Inc.,EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",7,2,0.97,0,0.2,0.84,0,0,0,96,28,0,12,56,0
2020,7,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",139,12,5.38,0,5.49,0,1.13,0,1,1354,943,0,151,0,260
2020,7,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",93,2,2,0,0,0,0,0,1,135,135,0,0,0,0
2020,7,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",100,10,6.67,0,1.28,0,2.05,0,1,493,186,0,27,0,280
2020,7,9E,Endeavor Air Inc.,FNT,"Flint, MI: Bishop International",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",92,2,1,0,1,0,0,0,0,95,79,0,16,0,0
2020,7,9E,Endeavor Air Inc.,FSM,"Fort Smith, AR: Fort Smith Regional",7,1,1,0,0,0,0,0,0,37,37,0,0,0,0
2020,7,9E,Endeavor Air Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",31,2,1.37,0,0.63,0,0,0,0,53,29,0,24,0,0
2020,7,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",92,8,3.72,0,3.15,0,1.12,0,0,643,401,0,111,0,131
2020,7,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",100,11,3.32,0,7.18,0,0.5,0,0,396,132,0,251,0,13
2020,7,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",152,4,2,0,1,0,1,0,0,221,176,0,19,0,26
2020,7,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",159,13,7.27,2.52,2.23,0,0.99,0,0,1191,812,173,69,0,137
2020,7,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",61,6,3.9,0,2.1,0,0,0,0,208,118,0,90,0,0
2020,7,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",99,6,2.66,0,2.44,0,0.9,0,0,290,131,0,106,0,53
2020,7,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",122,7,3.34,1.48,1.19,0,1,0,0,265,126,58,33,0,48
2020,7,9E,Endeavor Air Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",83,15,3.48,1,10.06,0,0.46,0,0,478,164,15,283,0,16
2020,7,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",31,3,2,0,0.1,0,0.9,0,0,140,71,0,7,0,62
2020,7,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",109,10,4.85,0,5.15,0,0,0,0,485,234,0,251,0,0
2020,7,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",113,5,2.15,0,2.85,0,0,0,0,220,130,0,90,0,0
2020,7,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",31,5,2.45,0,1.53,0,1.02,0,0,385,207,0,54,0,124
2020,7,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",91,9,3.99,0,4.26,0,0.75,0,0,335,134,0,183,0,18
2020,7,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",61,7,3.05,0,1.06,0,2.89,0,0,495,221,0,94,0,180
2020,7,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",140,15,3.7,0,10.52,0,0.79,0,0,452,94,0,291,0,67
2020,7,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",91,10,4.61,0,3.63,0.76,1,0,0,449,243,0,159,25,22
2020,7,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",163,14,3.6,3.11,2.14,0,5.15,0,0,1566,303,539,220,0,504
2020,7,9E,Endeavor Air Inc.,LNK,"Lincoln, NE: Lincoln Airport",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",90,7,3.75,0,2.25,0,1,0,0,247,139,0,48,0,60
2020,7,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",59,6,4.92,0,1.08,0,0,0,0,178,159,0,19,0,0
2020,7,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",121,15,6.74,0.95,3.03,0,4.28,0,0,519,182,32,77,0,228
2020,7,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",62,8,4.88,1,2.12,0,0,0,0,637,495,20,122,0,0
2020,7,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",89,8,2.6,1,4.4,0,0,0,1,230,64,22,144,0,0
2020,7,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad City International",61,8,2.69,0,3.31,0,2,1,0,392,194,0,81,0,117
2020,7,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",62,4,3.97,0,0.03,0,0,0,0,142,141,0,1,0,0
2020,7,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",69,7,2,0,5,0,0,0,0,206,51,0,155,0,0
2020,7,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",182,7,1.53,0,5.47,0,0,0,0,231,65,0,166,0,0
2020,7,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1557,118,40.39,13.41,51.39,0,12.81,1,0,7092,3631,951,1425,0,1085
2020,7,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",55,4,2.73,0,0.24,0,1.03,0,0,733,643,0,18,0,72
2020,7,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",92,10,5,0,5,0,0,0,0,415,171,0,244,0,0
2020,7,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",92,1,1,0,0,0,0,1,0,34,34,0,0,0,0
2020,7,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",44,3,1,0,2,0,0,0,0,71,29,0,42,0,0
2020,7,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",62,5,2.14,0,2.86,0,0,0,0,185,91,0,94,0,0
2020,7,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",155,10,3,0,6,0,1,0,1,389,136,0,147,0,106
2020,7,9E,Endeavor Air Inc.,PIA,"Peoria, IL: General Downing - Peoria International",7,2,2,0,0,0,0,0,0,67,67,0,0,0,0
2020,7,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",156,14,6.39,0,7.11,0,0.49,0,0,656,198,0,409,0,49
2020,7,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",93,10,4.07,0.55,2.6,0,2.78,1,1,348,114,22,80,0,132
2020,7,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",92,4,0.62,0,2.38,0,1,0,0,238,56,0,103,0,79
2020,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",236,21,8.16,1.8,7.92,1,2.13,1,1,1079,443,104,288,156,88
2020,7,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",62,6,3.69,0.25,1.37,0,0.69,0,0,331,160,33,46,0,92
2020,7,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Greater Rochester International",92,7,2.95,0,2.05,0,2,0,0,411,271,0,51,0,89
2020,7,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",32,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,7,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",91,10,5,1,3.13,0,0.87,0,0,438,250,51,83,0,54
2020,7,9E,Endeavor Air Inc.,SCE,"State College, PA: University Park",31,3,1,0.82,0.18,0,1,0,0,195,126,37,8,0,24
2020,7,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",22,1,1,0,0,0,0,0,0,29,29,0,0,0,0
2020,7,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",61,4,3.63,0,0.37,0,0,0,0,173,155,0,18,0,0
2020,7,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",92,12,7.11,0,3.84,0,1.06,0,0,576,389,0,161,0,26
2020,7,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",61,7,1.83,0.76,3.4,0,1,0,0,242,92,32,92,0,26
2020,7,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",62,3,0.4,0.45,1.65,0,0.5,0,0,87,8,21,48,0,10
2020,7,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",89,6,1.9,0.31,3.16,0,0.63,1,0,142,46,11,63,0,22
2020,7,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",92,9,3.14,0,4.86,0,1,0,0,393,149,0,212,0,32
2020,7,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",112,5,0.84,0.53,2.63,0,1,0,0,156,21,20,66,0,49
2020,7,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",189,21,10.23,0,8.76,0,2.01,5,0,757,346,0,318,0,93
2020,7,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",61,3,1.89,0,1.11,0,0,0,1,89,66,0,23,0,0
2020,7,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",70,2,0,0,2,0,0,0,1,70,0,0,70,0,0
2020,7,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",134,16,7.35,0,3.04,0,5.61,0,0,807,336,0,58,0,413
2020,7,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",54,5,1.73,1.67,1.15,0,0.44,1,0,152,51,45,42,0,14
2020,7,AA,American Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",56,8,4.26,0,2.14,0,1.6,0,1,686,358,0,91,0,237
2020,7,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",456,52,18.04,5.91,19.5,0,8.56,0,4,2882,1048,349,734,0,751
2020,7,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",495,50,20.05,6,16.29,0,7.67,2,2,2457,997,336,514,0,610
2020,7,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",176,19,10.45,4,4.02,0,0.53,0,0,1032,457,377,174,0,24
2020,7,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",408,46,15.48,6.94,12.88,0,10.7,4,2,2212,719,348,598,0,547
2020,7,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",100,11,5.32,0.4,3.15,0,2.14,0,0,450,188,16,129,0,117
2020,7,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",961,83,33.97,9.7,23.97,0.91,14.45,11,0,6051,2968,993,783,31,1276
2020,7,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",90,7,0.46,2,3.87,0,0.67,1,0,339,20,151,133,0,35
2020,7,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",56,12,9.05,0,0.69,0,2.26,0,0,475,306,0,16,0,153
2020,7,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",251,33,9.39,3.47,14.08,0,6.06,0,0,1555,429,424,447,0,255
2020,7,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",86,6,1.09,0.03,2.93,0,1.95,0,1,310,19,5,83,0,203
2020,7,AA,American Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",44,9,5.05,0,2.74,0,1.21,0,0,379,210,0,104,0,65
2020,7,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",88,6,3.79,0,0.47,0,1.74,0,0,173,117,0,10,0,46
2020,7,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",152,20,5.9,4.5,7.42,0,2.18,0,0,1156,353,454,166,0,183
2020,7,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",5407,447,147.3,24.98,205.74,1.9,67.08,36,24,32314,12931,1761,11777,85,5760
2020,7,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",81,9,2.69,0,4.52,0,1.79,0,0,276,77,0,86,0,113
2020,7,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",109,11,7.24,0,1,0,2.76,0,0,1102,901,0,21,0,180
2020,7,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",50,5,1.55,0,2.94,0,0.51,0,1,147,47,0,83,0,17
2020,7,AA,American Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",17,3,0.37,0,2,0,0.63,0,0,186,52,0,44,0,90
2020,7,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",1270,99,36.41,13.97,33.35,0.81,14.46,44,8,5412,1951,1102,1254,34,1071
2020,7,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",575,73,27.53,4.19,26.03,0,15.24,1,0,3900,1564,480,868,0,988
2020,7,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",9342,1015,312.47,52.08,393.96,8.89,247.6,28,46,72425,30492,3430,11674,200,26629
2020,7,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",106,12,4.77,0,4.65,0,2.58,0,0,603,282,0,134,0,187
2020,7,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",271,40,14.57,5.43,12.02,2,5.97,0,0,2223,753,538,461,54,417
2020,7,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",25,3,1.86,0,0.4,0,0.74,0,0,249,108,0,8,0,133
2020,7,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",53,7,4.59,0,1.69,0,0.72,0,0,180,124,0,27,0,29
2020,7,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",337,30,5.93,10.5,9.53,0,4.04,0,1,1765,234,1002,385,0,144
2020,7,AA,American Airlines Inc.,EYW,"Key West, FL: Key West International",25,2,1,0,1,0,0,0,1,36,17,0,19,0,0
2020,7,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",79,13,6.29,1.42,3.03,0.31,1.95,0,0,515,261,72,99,11,72
2020,7,AA,American Airlines Inc.,FCA,"Kalispell, MT: Glacier Park International",50,6,2.5,0,2.71,0,0.8,0,0,326,151,0,74,0,101
2020,7,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",363,32,9.99,4.81,13.3,0,3.9,0,2,1442,318,316,424,0,384
2020,7,AA,American Airlines Inc.,GEG,"Spokane, WA: Spokane International",56,5,3.3,0,1.7,0,0,0,0,248,204,0,44,0,0
2020,7,AA,American Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",50,4,3.25,0,0.11,0,0.64,0,0,318,284,0,4,0,30
2020,7,AA,American Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",42,5,1.8,0,2.05,0,1.15,0,0,122,52,0,48,0,22
2020,7,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",108,3,0.34,0,1.06,0.85,0.75,1,0,356,75,0,20,46,215
2020,7,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",85,14,6.12,1.12,4.88,0,1.88,0,0,518,255,59,166,0,38
2020,7,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",356,60,21.41,4.35,27.08,0,7.16,3,0,3520,1435,463,1095,0,527
2020,7,AA,American Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",42,4,1.69,1,1.31,0,0,1,0,240,185,29,26,0,0
2020,7,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",219,28,11.16,2,9.95,0,4.89,0,0,1510,746,213,371,0,180
2020,7,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",151,12,7.04,0.4,3.96,0,0.6,0,0,531,314,35,130,0,52
2020,7,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",235,25,8.67,1.82,8.89,0.55,5.07,1,0,1054,347,92,328,27,260
2020,7,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",516,38,14.37,2.77,17.03,0,3.83,10,2,2466,1346,444,495,0,181
2020,7,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",672,60,34.28,2.4,10.75,0.4,12.17,0,0,3094,1473,471,319,6,825
2020,7,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1393,106,59.9,9.51,18.12,0,18.47,3,0,9147,6271,985,807,0,1084
2020,7,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",846,60,18.64,9.26,22.85,0,9.25,35,3,3487,1144,489,1208,0,646
2020,7,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",296,36,12.24,2.35,9.8,0,11.61,3,0,1525,621,119,257,0,528
2020,7,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",901,65,18.18,6.86,32.09,0,7.87,14,2,3294,963,663,1212,0,456
2020,7,AA,American Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",65,12,6.37,0.51,3.58,0,1.54,0,0,688,389,28,107,0,164
2020,7,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",179,34,15.77,3.65,9.59,0,5,0,0,2227,1188,332,297,0,410
2020,7,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",2991,193,75.88,19.55,55.9,1,40.67,49,8,14336,6933,1384,1768,19,4232
2020,7,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",136,16,6.48,1,4.67,0,3.85,0,0,852,266,139,222,0,225
2020,7,AA,American Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",47,5,3.33,0,1.67,0,0,0,0,309,259,0,50,0,0
2020,7,AA,American Airlines Inc.,MSO,"Missoula, MT: Missoula International",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",306,37,19.57,0,7.98,1,8.44,0,0,2015,1109,0,266,25,615
2020,7,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",374,50,12.43,5.55,23.03,0,8.99,2,1,2898,816,577,918,0,587
2020,7,AA,American Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,AA,American Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",51,8,2.83,1,2,0,2.17,0,0,684,283,232,61,0,108
2020,7,AA,American Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",39,1,0,0,1,0,0,2,0,28,0,0,28,0,0
2020,7,AA,American Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",94,17,10.25,0,3.8,0,2.95,0,0,1018,567,0,123,0,328
2020,7,AA,American Airlines Inc.,ONT,"Ontario, CA: Ontario International",158,15,7.9,0.58,4.09,0,2.43,0,0,511,186,33,113,0,179
2020,7,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2825,200,59.31,19.66,74.67,1.75,44.6,11,4,16798,5125,1660,3176,39,6798
2020,7,AA,American Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",62,14,7.18,0.09,4.58,0,2.14,0,1,1662,1011,18,235,0,398
2020,7,AA,American Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",270,23,9.18,1.7,9.51,0,2.61,6,0,1093,531,49,329,0,184
